date,MV Beds Occupied,Hospital Cases,New Admissions,New COVID-19 Cases,Vax_index,stringency_index,average_temperature_celsius,relative_humidity,vaccination_policy,emergency_investment_in_healthcare
2021-12-16,783.0,6405.0,777.0,93804,0.0949575,38.89,6.623457,91.871413,5.0,
2021-12-17,789.0,6321.0,743.0,84967,0.0949575,38.89,4.179012,96.231119,5.0,
2021-12-18,767.0,6287.0,735.0,78930,0.0949575,38.89,5.351852,98.247841,5.0,
2021-12-19,767.0,6434.0,926.0,78497,0.0949575,38.89,3.141975,99.441803,5.0,
2021-12-20,768.0,6688.0,1061.0,117577,0.0949575,38.89,5.006173,88.135401,5.0,
2021-12-21,757.0,6902.0,1098.0,129599,0.0949575,38.89,3.475309,81.848708,5.0,
2021-12-22,745.0,7080.0,1246.0,138142,0.0949575,38.89,1.259259,91.657001,5.0,
2021-12-23,747.0,7114.0,1252.0,137021,0.0949575,38.89,6.654321,96.928152,5.0,
2021-12-24,742.0,7366.0,1020.0,117562,0.0949575,38.89,6.173611,96.805159,5.0,
2021-12-25,745.0,7166.0,1281.0,59912,0.0949575,38.89,3.916667,85.658597,5.0,
2021-12-26,758.0,7536.0,1374.0,98918,0.0949575,38.89,3.993056,98.124371,5.0,
2021-12-27,776.0,8474.0,1751.0,155567,0.0949575,38.89,6.875,99.432817,5.0,
2021-12-28,758.0,9546.0,2082.0,170586,0.0949575,38.89,8.479167,94.592671,5.0,
2021-12-29,771.0,10462.0,2370.0,224031,0.0949575,38.89,7.916667,91.677788,5.0,
2021-12-30,782.0,11452.0,2114.0,192825,0.0949575,38.89,13.531746,89.168752,5.0,
2021-12-31,789.0,12395.0,1781.0,152887,0.0949575,38.89,13.071429,84.965445,5.0,
