areaType,areaName,areaCode,date,newAdmissionsWeekly,cumAdmissions
nation,England,E92000001,2021-09-16,,459203
nation,England,E92000001,2021-09-15,,458531
nation,England,E92000001,2021-09-14,,457840
nation,England,E92000001,2021-09-13,,457139
nation,England,E92000001,2021-09-12,,456451
nation,England,E92000001,2021-09-11,,455793
nation,England,E92000001,2021-09-10,5445,455144
nation,England,E92000001,2021-09-09,,454464
nation,England,E92000001,2021-09-08,,453674
nation,England,E92000001,2021-09-07,,452774
nation,England,E92000001,2021-09-06,,451973
nation,England,E92000001,2021-09-05,,451142
nation,England,E92000001,2021-09-04,,450451
nation,England,E92000001,2021-09-03,5306,449699
nation,England,E92000001,2021-09-02,,449011
nation,England,E92000001,2021-09-01,,448223
nation,England,E92000001,2021-08-31,,447388
nation,England,E92000001,2021-08-30,,446590
nation,England,E92000001,2021-08-29,,445782
nation,England,E92000001,2021-08-28,,445081
nation,England,E92000001,2021-08-27,5501,444393
nation,England,E92000001,2021-08-26,,443644
nation,England,E92000001,2021-08-25,,442867
nation,England,E92000001,2021-08-24,,442024
nation,England,E92000001,2021-08-23,,441206
nation,England,E92000001,2021-08-22,,440375
nation,England,E92000001,2021-08-21,,439649
nation,England,E92000001,2021-08-20,5368,438892
nation,England,E92000001,2021-08-19,,438159
nation,England,E92000001,2021-08-18,,437335
nation,England,E92000001,2021-08-17,,436540
nation,England,E92000001,2021-08-16,,435708
nation,England,E92000001,2021-08-15,,434932
nation,England,E92000001,2021-08-14,,434213
nation,England,E92000001,2021-08-13,4905,433524
nation,England,E92000001,2021-08-12,,432830
nation,England,E92000001,2021-08-11,,432072
nation,England,E92000001,2021-08-10,,431325
nation,England,E92000001,2021-08-09,,430565
nation,England,E92000001,2021-08-08,,429900
nation,England,E92000001,2021-08-07,,429249
nation,England,E92000001,2021-08-06,4701,428619
nation,England,E92000001,2021-08-05,,427962
nation,England,E92000001,2021-08-04,,427269
nation,England,E92000001,2021-08-03,,426522
nation,England,E92000001,2021-08-02,,425842
nation,England,E92000001,2021-08-01,,425156
nation,England,E92000001,2021-07-31,,424511
nation,England,E92000001,2021-07-30,5352,423918
nation,England,E92000001,2021-07-29,,423268
nation,England,E92000001,2021-07-28,,422510
nation,England,E92000001,2021-07-27,,421782
nation,England,E92000001,2021-07-26,,420966
nation,England,E92000001,2021-07-25,,420136
nation,England,E92000001,2021-07-24,,419300
nation,England,E92000001,2021-07-23,5212,418566
nation,England,E92000001,2021-07-22,,417841
nation,England,E92000001,2021-07-21,,417014
nation,England,E92000001,2021-07-20,,416231
nation,England,E92000001,2021-07-19,,415426
nation,England,E92000001,2021-07-18,,414674
nation,England,E92000001,2021-07-17,,413976
nation,England,E92000001,2021-07-16,4062,413354
nation,England,E92000001,2021-07-15,,412761
nation,England,E92000001,2021-07-14,,412103
nation,England,E92000001,2021-07-13,,411467
nation,England,E92000001,2021-07-12,,410846
nation,England,E92000001,2021-07-11,,410236
nation,England,E92000001,2021-07-10,,409734
nation,England,E92000001,2021-07-09,2987,409292
nation,England,E92000001,2021-07-08,,408841
nation,England,E92000001,2021-07-07,,408353
nation,England,E92000001,2021-07-06,,407892
nation,England,E92000001,2021-07-05,,407434
nation,England,E92000001,2021-07-04,,407018
nation,England,E92000001,2021-07-03,,406628
nation,England,E92000001,2021-07-02,1909,406305
nation,England,E92000001,2021-07-01,,405998
nation,England,E92000001,2021-06-30,,405703
nation,England,E92000001,2021-06-29,,405372
nation,England,E92000001,2021-06-28,,405089
nation,England,E92000001,2021-06-27,,404845
nation,England,E92000001,2021-06-26,,404619
nation,England,E92000001,2021-06-25,1326,404396
nation,England,E92000001,2021-06-24,,404190
nation,England,E92000001,2021-06-23,,403996
nation,England,E92000001,2021-06-22,,403782
nation,England,E92000001,2021-06-21,,403600
nation,England,E92000001,2021-06-20,,403419
nation,England,E92000001,2021-06-19,,403248
nation,England,E92000001,2021-06-18,1261,403070
nation,England,E92000001,2021-06-17,,402885
nation,England,E92000001,2021-06-16,,402683
nation,England,E92000001,2021-06-15,,402506
nation,England,E92000001,2021-06-14,,402318
nation,England,E92000001,2021-06-13,,402133
nation,England,E92000001,2021-06-12,,401946
nation,England,E92000001,2021-06-11,959,401809
nation,England,E92000001,2021-06-10,,401665
nation,England,E92000001,2021-06-09,,401503
nation,England,E92000001,2021-06-08,,401345
nation,England,E92000001,2021-06-07,,401198
nation,England,E92000001,2021-06-06,,401067
nation,England,E92000001,2021-06-05,,400946
nation,England,E92000001,2021-06-04,652,400850
nation,England,E92000001,2021-06-03,,400754
nation,England,E92000001,2021-06-02,,400661
nation,England,E92000001,2021-06-01,,400560
nation,England,E92000001,2021-05-31,,400445
nation,England,E92000001,2021-05-30,,400347
nation,England,E92000001,2021-05-29,,400267
nation,England,E92000001,2021-05-28,608,400198
nation,England,E92000001,2021-05-27,,400106
nation,England,E92000001,2021-05-26,,400023
nation,England,E92000001,2021-05-25,,399928
nation,England,E92000001,2021-05-24,,399840
nation,England,E92000001,2021-05-23,,399742
nation,England,E92000001,2021-05-22,,399665
nation,England,E92000001,2021-05-21,569,399590
nation,England,E92000001,2021-05-20,,399505
nation,England,E92000001,2021-05-19,,399407
nation,England,E92000001,2021-05-18,,399314
nation,England,E92000001,2021-05-17,,399224
nation,England,E92000001,2021-05-16,,399150
nation,England,E92000001,2021-05-15,,399091
nation,England,E92000001,2021-05-14,550,399021
nation,England,E92000001,2021-05-13,,398949
nation,England,E92000001,2021-05-12,,398875
nation,England,E92000001,2021-05-11,,398782
nation,England,E92000001,2021-05-10,,398703
nation,England,E92000001,2021-05-09,,398627
nation,England,E92000001,2021-05-08,,398551
nation,England,E92000001,2021-05-07,595,398471
nation,England,E92000001,2021-05-06,,398394
nation,England,E92000001,2021-05-05,,398306
nation,England,E92000001,2021-05-04,,398210
nation,England,E92000001,2021-05-03,,398134
nation,England,E92000001,2021-05-02,,398036
nation,England,E92000001,2021-05-01,,397944
nation,England,E92000001,2021-04-30,693,397876
nation,England,E92000001,2021-04-29,,397794
nation,England,E92000001,2021-04-28,,397714
nation,England,E92000001,2021-04-27,,397625
nation,England,E92000001,2021-04-26,,397497
nation,England,E92000001,2021-04-25,,397389
nation,England,E92000001,2021-04-24,,397282
nation,England,E92000001,2021-04-23,825,397183
nation,England,E92000001,2021-04-22,,397059
nation,England,E92000001,2021-04-21,,396967
nation,England,E92000001,2021-04-20,,396841
nation,England,E92000001,2021-04-19,,396743
nation,England,E92000001,2021-04-18,,396605
nation,England,E92000001,2021-04-17,,396493
nation,England,E92000001,2021-04-16,1053,396358
nation,England,E92000001,2021-04-15,,396240
nation,England,E92000001,2021-04-14,,396113
nation,England,E92000001,2021-04-13,,395957
nation,England,E92000001,2021-04-12,,395804
nation,England,E92000001,2021-04-11,,395631
nation,England,E92000001,2021-04-10,,395456
nation,England,E92000001,2021-04-09,1229,395305
nation,England,E92000001,2021-04-08,,395138
nation,England,E92000001,2021-04-07,,394971
nation,England,E92000001,2021-04-06,,394782
nation,England,E92000001,2021-04-05,,394599
nation,England,E92000001,2021-04-04,,394411
nation,England,E92000001,2021-04-03,,394255
nation,England,E92000001,2021-04-02,1444,394076
nation,England,E92000001,2021-04-01,,393898
nation,England,E92000001,2021-03-31,,393718
nation,England,E92000001,2021-03-30,,393493
nation,England,E92000001,2021-03-29,,393276
nation,England,E92000001,2021-03-28,,393070
nation,England,E92000001,2021-03-27,,392849
nation,England,E92000001,2021-03-26,1965,392632
nation,England,E92000001,2021-03-25,,392387
nation,England,E92000001,2021-03-24,,392099
nation,England,E92000001,2021-03-23,,391822
nation,England,E92000001,2021-03-22,,391527
nation,England,E92000001,2021-03-21,,391233
nation,England,E92000001,2021-03-20,,390954
nation,England,E92000001,2021-03-19,2514,390667
nation,England,E92000001,2021-03-18,,390384
nation,England,E92000001,2021-03-17,,390033
nation,England,E92000001,2021-03-16,,389690
nation,England,E92000001,2021-03-15,,389326
nation,England,E92000001,2021-03-14,,388895
nation,England,E92000001,2021-03-13,,388538
nation,England,E92000001,2021-03-12,3302,388153
nation,England,E92000001,2021-03-11,,387767
nation,England,E92000001,2021-03-10,,387318
nation,England,E92000001,2021-03-09,,386824
nation,England,E92000001,2021-03-08,,386341
nation,England,E92000001,2021-03-07,,385840
nation,England,E92000001,2021-03-06,,385379
nation,England,E92000001,2021-03-05,4363,384851
nation,England,E92000001,2021-03-04,,384364
nation,England,E92000001,2021-03-03,,383768
nation,England,E92000001,2021-03-02,,383161
nation,England,E92000001,2021-03-01,,382478
nation,England,E92000001,2021-02-28,,381774
nation,England,E92000001,2021-02-27,,381112
nation,England,E92000001,2021-02-26,6292,380488
nation,England,E92000001,2021-02-25,,379770
nation,England,E92000001,2021-02-24,,378938
nation,England,E92000001,2021-02-23,,378064
nation,England,E92000001,2021-02-22,,377088
nation,England,E92000001,2021-02-21,,376108
nation,England,E92000001,2021-02-20,,375100
nation,England,E92000001,2021-02-19,8687,374196
nation,England,E92000001,2021-02-18,,373128
nation,England,E92000001,2021-02-17,,371979
nation,England,E92000001,2021-02-16,,370746
nation,England,E92000001,2021-02-15,,369435
nation,England,E92000001,2021-02-14,,368113
nation,England,E92000001,2021-02-13,,366749
nation,England,E92000001,2021-02-12,10917,365509
nation,England,E92000001,2021-02-11,,364191
nation,England,E92000001,2021-02-10,,362751
nation,England,E92000001,2021-02-09,,361216
nation,England,E92000001,2021-02-08,,359685
nation,England,E92000001,2021-02-07,,357946
nation,England,E92000001,2021-02-06,,356271
nation,England,E92000001,2021-02-05,14705,354592
nation,England,E92000001,2021-02-04,,352835
nation,England,E92000001,2021-02-03,,350928
nation,England,E92000001,2021-02-02,,348832
nation,England,E92000001,2021-02-01,,346610
nation,England,E92000001,2021-01-31,,344263
nation,England,E92000001,2021-01-30,,342080
nation,England,E92000001,2021-01-29,18891,339887
nation,England,E92000001,2021-01-28,,337508
nation,England,E92000001,2021-01-27,,334789
nation,England,E92000001,2021-01-26,,332047
nation,England,E92000001,2021-01-25,,329248
nation,England,E92000001,2021-01-24,,326600
nation,England,E92000001,2021-01-23,,323776
nation,England,E92000001,2021-01-22,24404,320996
nation,England,E92000001,2021-01-21,,317980
nation,England,E92000001,2021-01-20,,314743
nation,England,E92000001,2021-01-19,,311064
nation,England,E92000001,2021-01-18,,307296
nation,England,E92000001,2021-01-17,,303585
nation,England,E92000001,2021-01-16,,300161
nation,England,E92000001,2021-01-15,26130,296592
nation,England,E92000001,2021-01-14,,293297
nation,England,E92000001,2021-01-13,,289619
nation,England,E92000001,2021-01-12,,285779
nation,England,E92000001,2021-01-11,,281645
nation,England,E92000001,2021-01-10,,277751
nation,England,E92000001,2021-01-09,,274180
nation,England,E92000001,2021-01-08,25145,270462
nation,England,E92000001,2021-01-07,,266913
nation,England,E92000001,2021-01-06,,263064
nation,England,E92000001,2021-01-05,,259097
nation,England,E92000001,2021-01-04,,255400
nation,England,E92000001,2021-01-03,,251813
nation,England,E92000001,2021-01-02,,248462
nation,England,E92000001,2021-01-01,18958,245317
nation,England,E92000001,2020-12-31,,242307
nation,England,E92000001,2020-12-30,,239771
nation,England,E92000001,2020-12-29,,236910
nation,England,E92000001,2020-12-28,,234024
nation,England,E92000001,2020-12-27,,231229
nation,England,E92000001,2020-12-26,,228657
nation,England,E92000001,2020-12-25,13833,226359
nation,England,E92000001,2020-12-24,,224407
nation,England,E92000001,2020-12-23,,222612
nation,England,E92000001,2020-12-22,,220632
nation,England,E92000001,2020-12-21,,218429
nation,England,E92000001,2020-12-20,,216314
nation,England,E92000001,2020-12-19,,214338
nation,England,E92000001,2020-12-18,11985,212526
nation,England,E92000001,2020-12-17,,210854
nation,England,E92000001,2020-12-16,,208981
nation,England,E92000001,2020-12-15,,207185
nation,England,E92000001,2020-12-14,,205455
nation,England,E92000001,2020-12-13,,203709
nation,England,E92000001,2020-12-12,,202128
nation,England,E92000001,2020-12-11,10015,200541
nation,England,E92000001,2020-12-10,,199091
nation,England,E92000001,2020-12-09,,197567
nation,England,E92000001,2020-12-08,,196017
nation,England,E92000001,2020-12-07,,194489
nation,England,E92000001,2020-12-06,,193023
nation,England,E92000001,2020-12-05,,191712
nation,England,E92000001,2020-12-04,8614,190526
nation,England,E92000001,2020-12-03,,189278
nation,England,E92000001,2020-12-02,,187941
nation,England,E92000001,2020-12-01,,186679
nation,England,E92000001,2020-11-30,,185408
nation,England,E92000001,2020-11-29,,184192
nation,England,E92000001,2020-11-28,,182977
nation,England,E92000001,2020-11-27,8918,181912
nation,England,E92000001,2020-11-26,,180857
nation,England,E92000001,2020-11-25,,179659
nation,England,E92000001,2020-11-24,,178244
nation,England,E92000001,2020-11-23,,176967
nation,England,E92000001,2020-11-22,,175582
nation,England,E92000001,2020-11-21,,174249
nation,England,E92000001,2020-11-20,10277,172994
nation,England,E92000001,2020-11-19,,171678
nation,England,E92000001,2020-11-18,,170194
nation,England,E92000001,2020-11-17,,168623
nation,England,E92000001,2020-11-16,,167132
nation,England,E92000001,2020-11-15,,165572
nation,England,E92000001,2020-11-14,,164105
nation,England,E92000001,2020-11-13,10760,162717
nation,England,E92000001,2020-11-12,,161284
nation,England,E92000001,2020-11-11,,159618
nation,England,E92000001,2020-11-10,,157907
nation,England,E92000001,2020-11-09,,156315
nation,England,E92000001,2020-11-08,,154764
nation,England,E92000001,2020-11-07,,153276
nation,England,E92000001,2020-11-06,9007,151957
nation,England,E92000001,2020-11-05,,150775
nation,England,E92000001,2020-11-04,,149429
nation,England,E92000001,2020-11-03,,148047
nation,England,E92000001,2020-11-02,,146801
nation,England,E92000001,2020-11-01,,145470
nation,England,E92000001,2020-10-31,,144190
nation,England,E92000001,2020-10-30,8338,142950
nation,England,E92000001,2020-10-29,,141841
nation,England,E92000001,2020-10-28,,140496
nation,England,E92000001,2020-10-27,,139257
nation,England,E92000001,2020-10-26,,138067
nation,England,E92000001,2020-10-25,,136788
nation,England,E92000001,2020-10-24,,135602
nation,England,E92000001,2020-10-23,6422,134612
nation,England,E92000001,2020-10-22,,133615
nation,England,E92000001,2020-10-21,,132628
nation,England,E92000001,2020-10-20,,131631
nation,England,E92000001,2020-10-19,,130706
nation,England,E92000001,2020-10-18,,129845
nation,England,E92000001,2020-10-17,,128975
nation,England,E92000001,2020-10-16,4701,128190
nation,England,E92000001,2020-10-15,,127558
nation,England,E92000001,2020-10-14,,126766
nation,England,E92000001,2020-10-13,,126060
nation,England,E92000001,2020-10-12,,125296
nation,England,E92000001,2020-10-11,,124632
nation,England,E92000001,2020-10-10,,124004
nation,England,E92000001,2020-10-09,3408,123489
nation,England,E92000001,2020-10-08,,122945
nation,England,E92000001,2020-10-07,,122432
nation,England,E92000001,2020-10-06,,121941
nation,England,E92000001,2020-10-05,,121417
nation,England,E92000001,2020-10-04,,120945
nation,England,E92000001,2020-10-03,,120467
nation,England,E92000001,2020-10-02,2171,120081
nation,England,E92000001,2020-10-01,,119710
nation,England,E92000001,2020-09-30,,119342
nation,England,E92000001,2020-09-29,,119014
nation,England,E92000001,2020-09-28,,118704
nation,England,E92000001,2020-09-27,,118396
nation,England,E92000001,2020-09-26,,118155
nation,England,E92000001,2020-09-25,1860,117910
nation,England,E92000001,2020-09-24,,117636
nation,England,E92000001,2020-09-23,,117348
nation,England,E92000001,2020-09-22,,117034
nation,England,E92000001,2020-09-21,,116766
nation,England,E92000001,2020-09-20,,116491
nation,England,E92000001,2020-09-19,,116254
nation,England,E92000001,2020-09-18,1249,116050
nation,England,E92000001,2020-09-17,,115845
nation,England,E92000001,2020-09-16,,115646
nation,England,E92000001,2020-09-15,,115463
nation,England,E92000001,2020-09-14,,115269
nation,England,E92000001,2020-09-13,,115097
nation,England,E92000001,2020-09-12,,114944
nation,England,E92000001,2020-09-11,776,114801
nation,England,E92000001,2020-09-10,,114666
nation,England,E92000001,2020-09-09,,114523
nation,England,E92000001,2020-09-08,,114387
nation,England,E92000001,2020-09-07,,114288
nation,England,E92000001,2020-09-06,,114204
nation,England,E92000001,2020-09-05,,114119
nation,England,E92000001,2020-09-04,415,114025
nation,England,E92000001,2020-09-03,,113958
nation,England,E92000001,2020-09-02,,113889
nation,England,E92000001,2020-09-01,,113810
nation,England,E92000001,2020-08-31,,113752
nation,England,E92000001,2020-08-30,,113700
nation,England,E92000001,2020-08-29,,113662
nation,England,E92000001,2020-08-28,335,113610
nation,England,E92000001,2020-08-27,,113566
nation,England,E92000001,2020-08-26,,113497
nation,England,E92000001,2020-08-25,,113445
nation,England,E92000001,2020-08-24,,113385
nation,England,E92000001,2020-08-23,,113344
nation,England,E92000001,2020-08-22,,113300
nation,England,E92000001,2020-08-21,331,113275
nation,England,E92000001,2020-08-20,,113226
nation,England,E92000001,2020-08-19,,113181
nation,England,E92000001,2020-08-18,,113123
nation,England,E92000001,2020-08-17,,113067
nation,England,E92000001,2020-08-16,,113021
nation,England,E92000001,2020-08-15,,112982
nation,England,E92000001,2020-08-14,410,112944
nation,England,E92000001,2020-08-13,,112889
nation,England,E92000001,2020-08-12,,112829
nation,England,E92000001,2020-08-11,,112778
nation,England,E92000001,2020-08-10,,112715
nation,England,E92000001,2020-08-09,,112665
nation,England,E92000001,2020-08-08,,112612
nation,England,E92000001,2020-08-07,411,112534
nation,England,E92000001,2020-08-06,,112474
nation,England,E92000001,2020-08-05,,112422
nation,England,E92000001,2020-08-04,,112362
nation,England,E92000001,2020-08-03,,112304
nation,England,E92000001,2020-08-02,,112230
nation,England,E92000001,2020-08-01,,112173
nation,England,E92000001,2020-07-31,473,112123
nation,England,E92000001,2020-07-30,,112068
nation,England,E92000001,2020-07-29,,111993
nation,England,E92000001,2020-07-28,,111930
nation,England,E92000001,2020-07-27,,111861
nation,England,E92000001,2020-07-26,,111779
nation,England,E92000001,2020-07-25,,111715
nation,England,E92000001,2020-07-24,569,111650
nation,England,E92000001,2020-07-23,,111557
nation,England,E92000001,2020-07-22,,111448
nation,England,E92000001,2020-07-21,,111366
nation,England,E92000001,2020-07-20,,111287
nation,England,E92000001,2020-07-19,,111201
nation,England,E92000001,2020-07-18,,111129
nation,England,E92000001,2020-07-17,741,111081
nation,England,E92000001,2020-07-16,,110998
nation,England,E92000001,2020-07-15,,110884
nation,England,E92000001,2020-07-14,,110768
nation,England,E92000001,2020-07-13,,110646
nation,England,E92000001,2020-07-12,,110509
nation,England,E92000001,2020-07-11,,110437
nation,England,E92000001,2020-07-10,930,110340
nation,England,E92000001,2020-07-09,,110236
nation,England,E92000001,2020-07-08,,110100
nation,England,E92000001,2020-07-07,,109959
nation,England,E92000001,2020-07-06,,109811
nation,England,E92000001,2020-07-05,,109661
nation,England,E92000001,2020-07-04,,109530
nation,England,E92000001,2020-07-03,1221,109410
nation,England,E92000001,2020-07-02,,109264
nation,England,E92000001,2020-07-01,,109115
nation,England,E92000001,2020-06-30,,108914
nation,England,E92000001,2020-06-29,,108725
nation,England,E92000001,2020-06-28,,108553
nation,England,E92000001,2020-06-27,,108398
nation,England,E92000001,2020-06-26,1758,108189
nation,England,E92000001,2020-06-25,,107941
nation,England,E92000001,2020-06-24,,107685
nation,England,E92000001,2020-06-23,,107423
nation,England,E92000001,2020-06-22,,107148
nation,England,E92000001,2020-06-21,,106830
nation,England,E92000001,2020-06-20,,106615
nation,England,E92000001,2020-06-19,2189,106431
nation,England,E92000001,2020-06-18,,106178
nation,England,E92000001,2020-06-17,,105866
nation,England,E92000001,2020-06-16,,105532
nation,England,E92000001,2020-06-15,,105178
nation,England,E92000001,2020-06-14,,104813
nation,England,E92000001,2020-06-13,,104507
nation,England,E92000001,2020-06-12,2404,104242
nation,England,E92000001,2020-06-11,,103944
nation,England,E92000001,2020-06-10,,103614
nation,England,E92000001,2020-06-09,,103212
nation,England,E92000001,2020-06-08,,102815
nation,England,E92000001,2020-06-07,,102467
nation,England,E92000001,2020-06-06,,102144
nation,England,E92000001,2020-06-05,3316,101838
nation,England,E92000001,2020-06-04,,101458
nation,England,E92000001,2020-06-03,,101000
nation,England,E92000001,2020-06-02,,100509
nation,England,E92000001,2020-06-01,,99956
nation,England,E92000001,2020-05-31,,99434
nation,England,E92000001,2020-05-30,,98988
nation,England,E92000001,2020-05-29,3735,98522
nation,England,E92000001,2020-05-28,,98023
nation,England,E92000001,2020-05-27,,97453
nation,England,E92000001,2020-05-26,,96864
nation,England,E92000001,2020-05-25,,96286
nation,England,E92000001,2020-05-24,,95788
nation,England,E92000001,2020-05-23,,95291
nation,England,E92000001,2020-05-22,4914,94787
nation,England,E92000001,2020-05-21,,94149
nation,England,E92000001,2020-05-20,,93434
nation,England,E92000001,2020-05-19,,92702
nation,England,E92000001,2020-05-18,,91950
nation,England,E92000001,2020-05-17,,91217
nation,England,E92000001,2020-05-16,,90544
nation,England,E92000001,2020-05-15,5569,89873
nation,England,E92000001,2020-05-14,,89135
nation,England,E92000001,2020-05-13,,88372
nation,England,E92000001,2020-05-12,,87568
nation,England,E92000001,2020-05-11,,86724
nation,England,E92000001,2020-05-10,,85858
nation,England,E92000001,2020-05-09,,85102
nation,England,E92000001,2020-05-08,6827,84304
nation,England,E92000001,2020-05-07,,83561
nation,England,E92000001,2020-05-06,,82563
nation,England,E92000001,2020-05-05,,81523
nation,England,E92000001,2020-05-04,,80564
nation,England,E92000001,2020-05-03,,79501
nation,England,E92000001,2020-05-02,,78457
nation,England,E92000001,2020-05-01,8531,77477
nation,England,E92000001,2020-04-30,,76396
nation,England,E92000001,2020-04-29,,75169
nation,England,E92000001,2020-04-28,,73874
nation,England,E92000001,2020-04-27,,72578
nation,England,E92000001,2020-04-26,,71234
nation,England,E92000001,2020-04-25,,70026
nation,England,E92000001,2020-04-24,9779,68946
nation,England,E92000001,2020-04-23,,67669
nation,England,E92000001,2020-04-22,,66380
nation,England,E92000001,2020-04-21,,65070
nation,England,E92000001,2020-04-20,,63575
nation,England,E92000001,2020-04-19,,62053
nation,England,E92000001,2020-04-18,,60578
nation,England,E92000001,2020-04-17,12576,59167
nation,England,E92000001,2020-04-16,,57493
nation,England,E92000001,2020-04-15,,55716
nation,England,E92000001,2020-04-14,,54108
nation,England,E92000001,2020-04-13,,52249
nation,England,E92000001,2020-04-12,,50337
nation,England,E92000001,2020-04-11,,48546
nation,England,E92000001,2020-04-10,17763,46591
nation,England,E92000001,2020-04-09,,44395
nation,England,E92000001,2020-04-08,,42055
nation,England,E92000001,2020-04-07,,39436
nation,England,E92000001,2020-04-06,,36692
nation,England,E92000001,2020-04-05,,34013
nation,England,E92000001,2020-04-04,,31421
nation,England,E92000001,2020-04-03,17918,28828
nation,England,E92000001,2020-04-02,,26264
nation,England,E92000001,2020-04-01,,23332
nation,England,E92000001,2020-03-31,,20233
nation,England,E92000001,2020-03-30,,17786
nation,England,E92000001,2020-03-29,,14969
nation,England,E92000001,2020-03-28,,12783
nation,England,E92000001,2020-03-27,9633,10910
nation,England,E92000001,2020-03-26,,8979
nation,England,E92000001,2020-03-25,,7340
nation,England,E92000001,2020-03-24,,5585
nation,England,E92000001,2020-03-23,,4041
nation,England,E92000001,2020-03-22,,2913
nation,England,E92000001,2020-03-21,,2054
nation,England,E92000001,2020-03-20,1277,1277
nation,England,E92000001,2020-03-19,,586
